person,age,country,education,diet_restriction,diet_goal,cooking_exp,eating_habits,gender,recipe_name,user_id,recipe_id
14376,b25_35,US,BA,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,Beer Butt Chicken,14376,21
14380,b45_55,US,MSc,['Diabetes'],"['Eat less salt', 'Eat less sugar']",High,Healthy,Male,G's Flank Steak Marinade,14380,75
14385,b35_45,US,BA,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Very_Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,14385,125
14386,b45_55,US,MSc,['Kosher'],['Eat more protein'],Medium,Healthy,Female,Teena's Spicy Pesto Chicken and Pasta,14386,178
14389,b25_35,US,BA,['Vegetarian'],"['Eat less salt', 'Eat less sugar', 'Eat more protein', 'Eat more vegetables']",Medium,Healthy,Male,Three Cheese Manicotti II,14389,180
14390,b45_55,US,MSc,"['Lactose intolerance', ' Pescatarian', ' Vegetarian']","['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Female,Pizza On The Grill I,14390,120
14391,b45_55,US,MSc,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables', 'Gain weight']",Medium,Healthy,Female,Bacon Jack Chicken Sandwich,14391,11
14392,b35_45,US,BA,['Diabetes'],"['Eat less salt', 'Eat less sugar']",Medium,Healthy,Male,Spinach and Feta Turkey Burgers,14392,167
14393,b25_35,US,BA,"['Kosher', ' Lactose intolerance', ' Vegetarian']","['Eat less sugar', 'Eat more fruit', 'Eat more vegetables']",Medium,Neither_healthy_no_unhealthy,Male,Mama's Best Broiled Tomato Sandwich,14393,108
14394,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Male,Garlic Prime Rib,14394,78
14395,b25_35,US,BA,['Diabetes'],['Eat more protein'],Medium,Very_Healthy,Male,Linguine Pasta with Shrimp and Tomatoes,14395,107
14396,b25_35,US,BA,['Pescatarian'],['Eat more fruit'],High,Very_Healthy,Female,California Grilled Veggie Sandwich,14396,37
14397,b35_45,US,BA,['No dietary restrictions'],"['Eat less salt', 'Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Neither_healthy_no_unhealthy,Male,Shoyu Chicken,14397,146
14398,b45_55,US,MSc,['No dietary restrictions'],"['Eat less sugar', 'Eat more fruit', 'Eat more protein']",Medium,Neither_healthy_no_unhealthy,Female,Spinach and Feta Turkey Burgers,14398,167
14399,b25_35,US,BA,"['Diabetes', ' Kosher', ' Lactose intolerance', ' Pescatarian']","['Eat less salt', 'Eat less sugar', 'Eat more fruit', 'Eat more protein', 'Eat more vegetables']",Very High,Healthy,Female,Grilled Marinated Shrimp,14399,85
14400,b25_35,US,BA,['Vegetarian'],"['Eat less sugar', 'Eat more fruit', 'Eat more vegetables']",High,Very_Healthy,Male,California Grilled Veggie Sandwich,14400,37
14401,b25_35,US,BA,"['Kosher', ' Lactose intolerance']","['Eat less sugar', 'Eat more fruit']",High,Healthy,Male,G's Flank Steak Marinade,14401,75
14402,b45_55,US,MSc,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables', 'Gain weight']",Medium,Neither_healthy_no_unhealthy,Female,Charley's Slow Cooker Mexican Style Meat,14402,39
14403,b25_35,US,BA,"['Diabetes', ' Gluten free']","['Eat less sugar', 'Eat more fruit']",High,Healthy,Male,Grilled Sausage with Potatoes and Green Beans,14403,90
14404,b25_35,US,BA,['No dietary restrictions'],['No goals'],High,Healthy,Male,Sloppy Joes II,14404,152
14405,b25_35,US,BA,['Vegetarian'],['Eat more vegetables'],Medium,Very_Healthy,Female,Sausage' Peppers' Onions' and Potato Bake,14405,142
14406,b25_35,US,BA,"['Halal', ' Kosher', ' Lactose intolerance']","['Eat more protein', 'Eat more vegetables']",Medium,Healthy,Male,Champagne Shrimp and Pasta,14406,38
14407,b45_55,US,MSc,['Vegetarian'],['No goals'],High,Healthy,Male,Italian Subs - Restaurant Style,14407,98
14408,b25_35,US,MSc,['Vegetarian'],['Eat more fruit'],High,Very_Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,14408,125
14409,b45_55,US,MSc,['No dietary restrictions'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables', 'Gain weight']",Medium,Neither_healthy_no_unhealthy,Female,Chicken Asparagus Roll-Ups,14409,41
14410,b25_35,US,BA,['No dietary restrictions'],['Eat more protein'],High,Very_Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,14410,103
14411,b35_45,US,BA,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Male,Bacon Jack Chicken Sandwich,14411,11
14412,b35_45,US,MSc,"['Diabetes', ' Vegetarian']","['Eat less sugar', 'Eat more protein']",High,Healthy,Female,Simple Carnitas,14412,149
14413,b35_45,US,High_school,['No dietary restrictions'],"['Eat less salt', 'Eat less sugar', 'Gain weight']",Low,Healthy,Male,Simple Carnitas,14413,149
14414,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,Charley's Slow Cooker Mexican Style Meat,14414,39
14415,b45_55,US,BA,['Diabetes'],['No goals'],High,Very_Healthy,Female,Queenie's Killer Tomato Bagel Sandwich,14415,125
14416,b25_35,US,BA,['Vegetarian'],['Eat less sugar'],High,Healthy,Female,Queenie's Killer Tomato Bagel Sandwich,14416,125
14417,b25_35,US,BA,['Vegetarian'],['Eat more fruit'],Medium,Very_Healthy,Female,Pico de Gallo Chicken Quesadillas,14417,119
14418,bover_55,US,BA,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Female,Slow Cooker Cilantro Lime Chicken,14418,154
14419,b25_35,US,BA,"['Halal', ' Kosher', ' Vegetarian']","['Eat less sugar', 'Eat more fruit', 'Eat more protein']",High,Healthy,Female,Soul Smothered Chicken,14419,158
14420,b35_45,US,BA,['Pescatarian'],['Eat more fruit'],High,Healthy,Female,Marinated Grilled Shrimp,14420,112
14421,b18_24,US,BA,['Vegetarian'],"['Eat more fruit', 'Eat more protein', 'Gain weight']",Medium,Neither_healthy_no_unhealthy,Male,Grilled Tilapia with Mango Salsa,14421,91
14422,b45_55,US,MSc,['Vegetarian'],['No goals'],High,Very_Healthy,Female,Firecracker Grilled Alaska Salmon,14422,72
14423,b45_55,US,High_school,['No dietary restrictions'],['No goals'],High,Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,14423,125
14424,b25_35,US,MSc,['Vegetarian'],"['Eat more fruit', 'Eat more protein', 'Eat more vegetables']",High,Healthy,Male,Italian Sausage' Peppers' and Onions,14424,97
14425,b25_35,US,BA,['No dietary restrictions'],['No goals'],High,Neither_healthy_no_unhealthy,Male,Linguine Pasta with Shrimp and Tomatoes,14425,107
14426,b45_55,US,High_school,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Female,Stuffed Shells III,14426,171
14427,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,Best Tuna Melt (New Jersey Diner Style),14427,23
14428,bover_55,US,High_school,['Vegetarian'],['No goals'],Medium,Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,14428,125
14429,bover_55,US,High_school,['No dietary restrictions'],['No goals'],Medium,Healthy,Female,Spinach Quiche,14429,164
14430,b25_35,US,MSc,['Diabetes'],['Eat more vegetables'],High,Healthy,Male,Sausage' Peppers' Onions' and Potato Bake,14430,142
16284,b18_24,AL,BA,"['No dietary restrictions', ' Gluten free']",['Lose weight'],Very_Low,Unhealthy,Female,Pizza On The Grill I,16284,120
16285,under_18,AF,High_school,['Diabetes'],['No goals'],Very_Low,Very_unhealthy,Male,Mama's Best Broiled Tomato Sandwich,16285,108
16286,b25_35,US,BA,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,Chicken Souvlaki Gyro Style,16286,51
16287,bover_55,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more vegetables', ' Lose weight']",Medium,Neither_healthy_no_unhealthy,Female,Pork Chops Stuffed with Smoked Gouda and Bacon,16287,123
16288,b35_45,US,High_school,"['No dietary restrictions', ' Diabetes']","['Eat less salt', ' Eat less sugar', ' Eat more fruit']",Medium,Neither_healthy_no_unhealthy,Male,Queenie's Killer Tomato Bagel Sandwich,16288,125
16289,b35_45,US,High_school,['No dietary restrictions'],['Eat more vegetables'],Very_Low,Neither_healthy_no_unhealthy,Male,Sesame Seared Tuna,16289,145
16290,b45_55,US,High_school,['No dietary restrictions'],['No goals'],Medium,Healthy,Female,Marinated Grilled Shrimp,16290,112
16291,b35_45,US,BA,['No dietary restrictions'],"['Eat less salt', ' Lose weight']",Low,Neither_healthy_no_unhealthy,Male,Spicy Grilled Shrimp,16291,161
16292,b25_35,US,MSc,"['Halal', ' Vegetarian']","['Eat less salt', ' Eat more protein']",High,Healthy,Male,Baked Halibut Steaks,16292,13
16293,b25_35,US,BA,['No dietary restrictions'],"['Eat less salt', ' Eat less sugar', ' Eat more vegetables']",High,Healthy,Male,Roast Leg of Lamb with Rosemary,16293,132
16294,b35_45,US,MSc,['Diabetes'],"['Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Gain weight']",High,Very_Healthy,Male,Queenie's Killer Tomato Bagel Sandwich,16294,125
16295,b25_35,US,MSc,"['Diabetes', ' Gluten free', ' Halal']","['Eat less sugar', ' Eat more vegetables']",High,Very_Healthy,Male,Simple Carnitas,16295,149
16296,b25_35,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more vegetables']",Medium,Neither_healthy_no_unhealthy,Male,Bacon Jack Chicken Sandwich,16296,11
16297,b35_45,US,BA,['Vegetarian'],['Lose weight'],Medium,Healthy,Female,Farmer's Market Vegetarian Quesadillas,16297,70
16298,b45_55,US,BA,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Brown Sugar Meatloaf,16298,35
16299,b45_55,US,BA,['No dietary restrictions'],['No goals'],Medium,Healthy,Male,G's Flank Steak Marinade,16299,75
16300,bover_55,US,MSc,['Kosher'],"['Eat less sugar', ' Eat more protein', ' Eat more vegetables']",High,Healthy,Female,Spinach and Feta Turkey Burgers,16300,167
16301,bover_55,US,High_school,['No dietary restrictions'],['No goals'],High,Unhealthy,refuse_to_disc,Cajun Chicken Pasta,16301,36
16302,b35_45,US,MSc,['Vegetarian'],"['Eat more fruit', ' Eat more vegetables']",Medium,Healthy,Male,Italian Subs - Restaurant Style,16302,98
16303,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Medium,Very_Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,16303,103
16304,b35_45,US,High_school,['No dietary restrictions'],['Gain weight'],Low,Neither_healthy_no_unhealthy,Male,Juicy Lucy Burgers,16304,100
16305,b25_35,US,High_school,['No dietary restrictions'],['Lose weight'],Medium,Neither_healthy_no_unhealthy,Male,Cajun Chicken Pasta,16305,36
16306,b35_45,US,BA,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Sarge's EZ Pulled Pork BBQ,16306,141
16307,b35_45,US,MSc,['No dietary restrictions'],"['Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Gain weight']",High,Very_Healthy,Male,Black Bean and Corn Quesadillas,16307,24
16308,b25_35,US,BA,['No dietary restrictions'],"['Eat more fruit', ' Eat more vegetables']",High,Very_Healthy,Male,Spinach and Feta Pita Bake,16308,166
16309,b25_35,US,MSc,"['Halal', ' Lactose intolerance', ' Pescatarian']","['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more vegetables']",High,Very_Healthy,Male,Kickin' London Broil with Bleu Cheese Butter,16309,103
16310,b25_35,US,Doctorate,"['Halal', ' Kosher', ' Lactose intolerance', ' Pescatarian', ' Vegetarian']","['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more protein']",High,Very_Healthy,Male,Ray's Chicken,16310,128
16312,b35_45,US,BA,['No dietary restrictions'],['No goals'],Medium,Healthy,Female,Bow Ties with Sausage' Tomatoes and Cream,16312,28
16313,b35_45,US,Less_high_school,['No dietary restrictions'],['No goals'],Medium,Unhealthy,Female,Garlic Salmon,16313,79
16314,b45_55,US,BA,['No dietary restrictions'],['Lose weight'],Medium,Neither_healthy_no_unhealthy,Male,Grilled Sausage with Potatoes and Green Beans,16314,90
16315,b35_45,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more protein']",Medium,Healthy,Male,Sarge's EZ Pulled Pork BBQ,16315,141
16316,b35_45,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more protein', ' Eat more vegetables']",Medium,Healthy,Male,Sarge's EZ Pulled Pork BBQ,16316,141
16317,b35_45,US,High_school,['No dietary restrictions'],"['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Lose weight']",Very High,Neither_healthy_no_unhealthy,Male,Chicken and Bacon Shish Kabobs,16317,52
16318,b45_55,US,High_school,['No dietary restrictions'],"['Eat less salt', ' Eat less sugar', ' Eat more protein']",High,Neither_healthy_no_unhealthy,Female,Marinated Pork Tenderloin,16318,113
16319,bover_55,US,MSc,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Female,Dijon-Tarragon Cream Chicken,16319,66
16320,b45_55,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more protein', ' Gain weight']",Medium,Healthy,Male,Stuffed Shells I,16320,170
16321,b25_35,US,BA,"['Gluten free', ' Kosher', ' Pescatarian', ' Vegetarian']","['Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Lose weight']",High,Healthy,Female,California Grilled Veggie Sandwich,16321,37
16322,b45_55,US,BA,['Vegetarian'],['Eat more vegetables'],High,Neither_healthy_no_unhealthy,Female,California Grilled Veggie Sandwich,16322,37
16323,b45_55,US,BA,['Diabetes'],['No goals'],High,Healthy,Male,Sarge's EZ Pulled Pork BBQ,16323,141
16325,b25_35,US,BA,['Gluten free'],"['Eat less salt', ' Eat more fruit']",High,Healthy,Male,Pizza On The Grill I,16325,120
16326,b25_35,US,MSc,"['Halal', ' Kosher', ' Lactose intolerance']","['Eat less salt', ' Eat less sugar', ' Eat more fruit']",High,Very_Healthy,Male,Grilled Tilapia with Mango Salsa,16326,91
16327,b25_35,US,BA,['No dietary restrictions'],"['Eat more fruit', ' Eat more protein', ' Eat more vegetables']",Medium,Very_Healthy,Male,BBQ Pork for Sandwiches,16327,9
16328,bover_55,US,High_school,['No dietary restrictions'],['Lose weight'],High,Healthy,Female,Simple BBQ Ribs,16328,148
16329,b25_35,US,MSc,"['Gluten free', ' Pescatarian']","['Eat less sugar', ' Eat more protein']",High,Very_Healthy,Male,Pizza On The Grill I,16329,120
16330,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Medium,Unhealthy,Male,Chicken Cordon Bleu II,16330,43
16331,b25_35,US,High_school,['No dietary restrictions'],['Lose weight'],Medium,Neither_healthy_no_unhealthy,Male,Best Beef Dip Ever,16331,22
16332,b25_35,US,BA,['No dietary restrictions'],"['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more vegetables']",High,Healthy,Female,Blackened Tilapia with Secret Hobo Spices,16332,26
16333,b45_55,US,BA,['Diabetes'],"['No goals', ' Eat more fruit']",High,Neither_healthy_no_unhealthy,Male,Sarge's EZ Pulled Pork BBQ,16333,141
16334,b35_45,US,MSc,['No dietary restrictions'],['No goals'],High,Neither_healthy_no_unhealthy,Female,Charley's Slow Cooker Mexican Style Meat,16334,39
16335,b18_24,US,High_school,['Vegetarian'],"['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more protein', ' Eat more vegetables']",Medium,Healthy,Female,Italian Subs - Restaurant Style,16335,98
16336,b35_45,US,Doctorate,['No dietary restrictions'],['No goals'],High,Healthy,Female,Chicken In Basil Cream,16336,44
16337,b25_35,US,High_school,"['Diabetes', ' Lactose intolerance']",['Lose weight'],High,Neither_healthy_no_unhealthy,Female,Sausage' Peppers' Onions' and Potato Bake,16337,142
16338,b35_45,US,MSc,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Spinach and Feta Turkey Burgers,16338,167
16339,b25_35,US,MSc,['No dietary restrictions'],"['Eat more protein', ' Eat more vegetables', ' Lose weight']",High,Very_Healthy,Male,Spinach Cheese Manicotti,16339,163
16340,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Male,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,16340,143
16341,b25_35,US,MSc,['Vegetarian'],"['Eat less sugar', ' Eat more fruit', ' Eat more vegetables']",Low,Neither_healthy_no_unhealthy,Male,California Grilled Veggie Sandwich,16341,37
16342,b35_45,US,BA,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Female,Bow Ties with Sausage' Tomatoes and Cream,16342,28
16343,b25_35,US,BA,['No dietary restrictions'],['Eat more fruit'],High,Healthy,Male,Rosemary Lemon Grilled Chicken,16343,136
16344,b35_45,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Lose weight']",Medium,Neither_healthy_no_unhealthy,Male,Quick Chicken Piccata,16344,126
16345,b25_35,US,BA,['No dietary restrictions'],['No goals'],Low,Very_unhealthy,Male,Scott Hibb's Amazing Whisky Grilled Baby Back Ribs,16345,143
16346,b25_35,US,BA,"['Gluten free', ' Halal', ' Lactose intolerance', ' Vegetarian']","['Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Lose weight']",High,Healthy,Male,Pizza On The Grill I,16346,120
16347,b35_45,US,High_school,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Female,Quick and Easy Mexican Chicken,16347,127
16348,b35_45,US,BA,['Diabetes'],['Eat more protein'],Medium,Neither_healthy_no_unhealthy,refuse_to_disc,Chipotle Shrimp Tacos,16348,56
16349,b45_55,US,BA,['No dietary restrictions'],['No goals'],Medium,Neither_healthy_no_unhealthy,Male,Smoky Grilled Pork Chops,16349,156
16350,bover_55,US,High_school,['No dietary restrictions'],['No goals'],Medium,Healthy,Female,Broiled Tilapia Parmesan,16350,33
16351,b35_45,US,BA,['No dietary restrictions'],['No goals'],High,Healthy,Male,Foolproof Rib Roast,16351,74
16352,b25_35,US,High_school,['No dietary restrictions'],"['Eat more fruit', ' Eat more vegetables', ' Gain weight']",Medium,Unhealthy,Male,Herb Roasted Pork,16352,93
16353,b35_45,US,MSc,['Diabetes'],['Eat more protein'],High,Very_Healthy,Female,Pico de Gallo Chicken Quesadillas,16353,119
16354,b25_35,US,High_school,['No dietary restrictions'],"['Eat less salt', ' Eat less sugar', ' Eat more fruit']",Medium,Healthy,Male,Peppered Shrimp Alfredo,16354,118
16355,b35_45,US,BA,['No dietary restrictions'],"['Eat more fruit', ' Eat more vegetables', ' Gain weight']",High,Healthy,Female,Chicken Souvlaki Gyro Style,16355,51
16356,b45_55,US,MSc,['No dietary restrictions'],['Lose weight'],Low,Unhealthy,Female,Teena's Spicy Pesto Chicken and Pasta,16356,178
16357,b35_45,US,MSc,['No dietary restrictions'],"['Eat more vegetables', ' Lose weight']",High,Very_Healthy,Male,Easy Chicken Satay,16357,68
16358,b25_35,VI,MSc,['No dietary restrictions'],['Eat more fruit'],Medium,Healthy,Male,Italian Sausage' Peppers' and Onions,16358,97
16359,b25_35,US,High_school,['No dietary restrictions'],['No goals'],High,Unhealthy,Female,Beef Bulgogi,16359,19
16360,b25_35,US,High_school,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Female,Shrimp and Mushroom Linguini with Creamy Cheese Herb Sauce,16360,147
16361,b35_45,US,BA,['No dietary restrictions'],['No goals'],Low,Unhealthy,Male,G's Flank Steak Marinade,16361,75
16362,b35_45,US,BA,['No dietary restrictions'],['No goals'],Low,Neither_healthy_no_unhealthy,Male,Tomato Chicken Parmesan,16362,183
16363,b25_35,US,High_school,['No dietary restrictions'],['Eat less sugar'],Low,Unhealthy,Male,Smoky Grilled Pork Chops,16363,156
16364,b35_45,US,BA,"['Gluten free', ' Allergies']","['Eat more protein', ' Eat more vegetables', ' Lose weight']",High,Healthy,Female,Tasty Lentil Tacos,16364,177
16365,b25_35,US,High_school,['Gluten free'],"['Eat less sugar', ' Eat more protein', ' Eat more vegetables']",Medium,Healthy,Male,California Grilled Veggie Sandwich,16365,37
16366,bover_55,FI,Less_high_school,['Gluten free'],['Eat less salt'],Very_Low,Very_unhealthy,Male,Pizza On The Grill I,16366,120
16367,b35_45,US,BA,['Diabetes'],['Eat less salt'],High,Healthy,Female,Pizza On The Grill I,16367,120
16368,b35_45,US,Doctorate,['No dietary restrictions'],['No goals'],Very_Low,Neither_healthy_no_unhealthy,Male,Spinach Tomato Tortellini,16368,165
16369,b25_35,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Lose weight']",Medium,Healthy,Female,Authentic Louisiana Red Beans and Rice,16369,5
16370,b45_55,US,BA,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Female,Honey Garlic Ribs,16370,94
16371,b25_35,US,BA,['Vegetarian'],['Eat more fruit'],High,Healthy,Male,Spinach Cheese Manicotti,16371,163
16372,b35_45,US,BA,['Vegetarian'],"['Eat less salt', ' Eat less sugar', ' Eat more protein', ' Eat more vegetables', ' Lose weight']",Very High,Healthy,Female,Farmer's Market Vegetarian Quesadillas,16372,70
16373,b25_35,US,BA,['No dietary restrictions'],['Lose weight'],Medium,Healthy,Male,Charley's Slow Cooker Mexican Style Meat,16373,39
16374,b25_35,US,MSc,['Gluten free'],['Eat more fruit'],Medium,Unhealthy,Male,Slow Cooker Cilantro Lime Chicken,16374,154
16375,b35_45,US,BA,['No dietary restrictions'],"['Eat less sugar', ' Eat more vegetables']",Low,Healthy,Female,Slow Cooker Cilantro Lime Chicken,16375,154
16376,b45_55,US,High_school,['Gluten free'],"['Eat more fruit', ' Eat more protein', ' Eat more vegetables']",High,Healthy,Female,Quick Chicken Piccata,16376,126
16377,b25_35,US,BA,['No dietary restrictions'],['Eat less sugar'],High,Neither_healthy_no_unhealthy,Male,G's Flank Steak Marinade,16377,75
16378,b25_35,US,MSc,['No dietary restrictions'],['Eat less sugar'],Medium,Healthy,Male,G's Flank Steak Marinade,16378,75
16379,b25_35,US,MSc,"['Halal', ' Vegetarian']","['Eat less salt', ' Eat more fruit', ' Eat more vegetables']",Medium,Healthy,Male,Lamb Chops with Balsamic Reduction,16379,105
16380,b35_45,US,MSc,['Allergies'],"['Eat less salt', ' Eat less sugar', ' Eat more fruit', ' Eat more protein', ' Eat more vegetables', ' Gain weight', ' Lose weight']",Medium,Healthy,Male,Cajun Chicken Pasta,16380,36
16381,b35_45,US,High_school,['Lactose intolerance'],['Lose weight'],Medium,Very_unhealthy,Female,Spinach and Feta Turkey Burgers,16381,167
16382,b35_45,US,BA,['No dietary restrictions'],"['Eat less salt', ' Gain weight']",Medium,Unhealthy,Female,Kathy's Roast and Vegetables,16382,102
16383,b45_55,US,MSc,"['Lactose intolerance', ' Vegetarian']","['No goals', ' Eat more fruit', ' Eat more protein', ' Eat more vegetables']",High,Healthy,Male,Pizza On The Grill I,16383,120
16384,b45_55,US,High_school,"['Gluten free', ' Lactose intolerance']",['No goals'],Low,Very_unhealthy,Female,Boiled Chicken,16384,27
16385,b35_45,US,MSc,"['No dietary restrictions', ' Gluten free', ' Allergies']","['Eat more fruit', ' Eat more protein', ' Eat more vegetables']",Medium,Healthy,Male,Spicy Rapid Roast Chicken,16385,162
